page,link,author,source,title,date,category,subcategory
2808,https://github.com/lilbud/btx-article-dump/articles/interview/1991-09-01_casing_the_promised_land_[2808].md,Bart Bull,Backstreets Magazine,Casing the Promised Land,1991-09-01,Interview,
2902,https://github.com/lilbud/btx-article-dump/articles/commentary/2012-09-17_yearning_for_springsteen_[2902].md,Matt Richtel,The New York Times,Yearning For Springsteen,2012-09-17,Commentary,
2903,https://github.com/lilbud/btx-article-dump/articles/commentary/1975-10-24_hype_and_the_springsteen_case_[2903].md,John Rockwell,The New York Times,'Hype' and the Springsteen Case,1975-10-24,Commentary,
2904,https://github.com/lilbud/btx-article-dump/articles/commentary/1978-12-22_the_top_10_of_1978_[2904].md,John Rockwell,The New York Times,The Top 10 Of 1978,1978-12-22,Commentary,
2905,https://github.com/lilbud/btx-article-dump/articles/commentary/1978-12-31_tthe_comeback_of_springsteen_[2905].md,John Rockwell,The New York Times,TThe Comeback Of Springsteen,1978-12-31,Commentary,
2906,https://github.com/lilbud/btx-article-dump/articles/interview/2010-11-20_bruce_springsteen_talks_to_ian_molly_[2906].md,Ian Meldrum,Sunday Night,"Bruce Springsteen Talks To Ian ""Molly"" Meldrum 2010",2010-11-20,Interview,
2907,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-12-04_bruce_springsteen_at_the_honda_center_in_[2907].md,Robert Mora,Hollywood Reporter,Bruce Springsteen at the Honda Center in Anaheim,2012-12-04,Concert Review,
2908,https://github.com/lilbud/btx-article-dump/articles/interview/2013-02-25_springsteen_s_former_girlfriend_was_at_[2908].md,Bob Dyer,Beacon Journal,Springsteen's former girlfriend was student at KSU,2013-02-25,Interview,
2909,https://github.com/lilbud/btx-article-dump/articles/interview/1998-11-20_charlie_rose_interview_[2909].md,Charlie Rose,Charlie Rose,Charlie Rose Interview,1998-11-20,Interview,
2910,https://github.com/lilbud/btx-article-dump/articles/commentary/1974-07-16_bruce_springsteen_evolves_into_a_figure_[2910].md,John Rockwell,The New York Times,Bruce Springsteen Evolves Into A Figure Of Rock Expression,1974-07-16,Commentary,
2911,https://github.com/lilbud/btx-article-dump/articles/concert_review/1974-08-03_bruce_springsteen_sings_with_ann_murray_[2911].md,Ian Dove,The New York Times,Bruce Springsteen Sings With Ann Murray,1974-08-03,Concert Review,
2912,https://github.com/lilbud/btx-article-dump/articles/album_review/born_to_run/1975-08-29_john-rockwell_the-new-york-times_[2912].md,John Rockwell,The New York Times,Born to Run Review,1975-08-29,Album Review,Born To Run
3001,https://github.com/lilbud/btx-article-dump/articles/commentary/2013-03-08_still_the_boss_[3001].md,Bernard Zuel,The Sydney Morning Herald,Still The Boss,2013-03-08,Commentary,
3002,https://github.com/lilbud/btx-article-dump/articles/interview/1995-04-07_molly_and_bruce_the_complete_1995_[3002].md,Molly Meldrum,Molly Meldrum,Molly And Bruce: The Complete 1995 Interview Transcript,1995-04-07,Interview,
3003,https://github.com/lilbud/btx-article-dump/articles/interview/2013-03-14_springsteen_rocks_it_like_a_boss_[3003].md,Cameron Atfield,The Sydney Morning Herald,Springsteen Rocks It Like A Boss,2013-03-14,Interview,
3004,https://github.com/lilbud/btx-article-dump/articles/interview/2013-03-18_still_the_boss_springsteen_shines_[3004].md,George Palathingal,The Sydney Morning Herald,Still The Boss: Springsteen Shines,2013-03-18,Interview,
3005,https://github.com/lilbud/btx-article-dump/articles/interview/1992-08-09_when_the_boss_fell_to_earth_he_hit_[3005].md,Stephen Holden,The New York Times,"When the Boss Fell to Earth, He Hit Paradise",1992-08-09,Interview,
3006,https://github.com/lilbud/btx-article-dump/articles/essay/2013-03-10_bruce_springsteen_racing_in_the_street_[3006].md,Michael Hann,The Guardian,Bruce Springsteen - Racing in the Street,2013-03-10,Essay,
3101,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-03-23_sydney_2013_review_[3101].md,Mike Carlton,The Sydney Morning Herald,Sydney 2013 Review,2013-03-23,Concert Review,
3102,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-04-01_that_s_why_he_s_the_boss_[3102].md,Bernard Zuel,The Age,That's why he's the Boss,2013-04-01,Concert Review,
3103,https://github.com/lilbud/btx-article-dump/articles/eulogy/2011-06-21_clarence_clemons_eulogy_[3103].md,Bruce Springsteen,Bruce Springsteen,Clarence Clemons Eulogy,2011-06-21,Eulogy,
3104,https://github.com/lilbud/btx-article-dump/articles/interview/1981-05-09_bruce_springsteen_not_the_me_me_me_me_[3104].md,Paolo Hewitt,Melody Maker,Bruce Springsteen: Not The Me-Me-Me-Me,1981-05-09,Interview,
3105,https://github.com/lilbud/btx-article-dump/articles/thesis/2010-02-01_the_dignity_and_humanity_of_bruce_s_[3105].md,Abbe Smith,Georgetown University Law Center,The Dignity and Humanity of Bruce Springsteen's Criminals,2010-02-01,Thesis,
3201,https://github.com/lilbud/btx-article-dump/articles/interview/2012-02-16_the_wrecking_ball_interview_paris_[3201].md,Antoine de Caunes,Antoine de Caunes,"The Wrecking Ball Interview, Paris",2012-02-16,Interview,
3202,https://github.com/lilbud/btx-article-dump/articles/interview/2013-05-10_hardy_man_is_bonded_to_the_boss_[3202].md,Elizabeth Hock,Roanoke.com,Hardy man is bonded to 'The Boss',2013-05-10,Interview,
3203,https://github.com/lilbud/btx-article-dump/articles/concert_review/1993-05-20_live_in_dublin_review_[3203].md,Eamonn McCann,Derry Journal,Live in Dublin review,1993-05-20,Concert Review,
3204,https://github.com/lilbud/btx-article-dump/articles/other/2013-04-26_bruce_springsteen_wikipedia_[3204].md,Wikipedia,Wikipedia,Bruce Springsteen - Wikipedia,2013-04-26,Other,
3301,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-10-22_springsteen_wrecking_ball_rocks_copps_[3301].md,Graham Rockingham,Hamilton Spectator,Springsteen: Wrecking Ball Rocks Copps,2012-10-22,Concert Review,
3302,https://github.com/lilbud/btx-article-dump/articles/album_review/_other/2012-03-06_robert-christgau_[3302].md,Robert Christgau,Robert Christgau,Robert Christgau Reviews,2012-03-06,Album Review,_other
3303,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-16_bruce_springsteen_and_the_e_street_band_[3303].md,Michael Hann,The Guardian,"Bruce Springsteen and the E Street Band - Review, Wembley Stadium, London",2013-06-16,Concert Review,
3304,https://github.com/lilbud/btx-article-dump/articles/interview/1974-03-14_bruce_springsteen_say_hello_to_last_year_[3304].md,Jeff Burger,Zoo World,Bruce Springsteen: Say Hello to Last Year's Genius,1974-03-14,Interview,
3305,https://github.com/lilbud/btx-article-dump/articles/news/2002-04-17_musicians_best_friends_to_be_honored_in_[3305].md,Clare Marie Celano,The Freehold News Transcript,Musicians' Best Friends To Be Honored In Freehold,2002-04-17,News,
3306,https://github.com/lilbud/btx-article-dump/articles/commentary/2013-06-14_bruce_springsteen_how_the_boss_has_[3306].md,Martin Chilton,Daily Telegraph,Bruce Springsteen: How The Boss Has Evolved,2013-06-14,Commentary,
3307,https://github.com/lilbud/btx-article-dump/articles/interview/2013-06-15_springsteen_what_it_s_really_like_to_for_[3307].md,Neil McCormick,London Daily Telegraph,Springsteen: What It's Really Like To Work For The Boss,2013-06-15,Interview,
3401,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-15_bruce_springsteen_wembley_stadium_review_[3401].md,Sarfraz Manzoor,The Telegraph,"Bruce Springsteen, Wembley Stadium, review",2013-06-15,Concert Review,
3402,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-15_bruce_springsteen_wembley_stadium_london_[3402].md,Daniel Paton,Music OMH,"Bruce Springsteen @ Wembley Stadium, London",2013-06-15,Concert Review,
3403,https://github.com/lilbud/btx-article-dump/articles/concert_review/2002-10-27_bruce_springsteen_wembley_arena_london_[3403].md,Adam Sweeting,The Guardian,"Bruce Springsteen, Wembley Arena, London",2002-10-27,Concert Review,
3404,https://github.com/lilbud/btx-article-dump/articles/news/2003-05-09_springsteen_concert_is_born_to_run_[3404].md,Gwladys FouchÃ©,The Guardian,Springsteen Concert Is Born To Run,2003-05-09,News,
3405,https://github.com/lilbud/btx-article-dump/articles/commentary/2003-05-25_the_boss_class_[3405].md,Herpreet Grewal,The Observer,The Boss Class,2003-05-25,Commentary,
3406,https://github.com/lilbud/btx-article-dump/articles/concert_review/2003-05-27_bruce_springsteen_crystal_palace_ground_[3406].md,Alexis Petridis,The Guardian,"Bruce Springsteen, Crystal Palace Athletics Ground, London",2003-05-27,Concert Review,
3407,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-16_bruce_springsteen_at_wembley_stadium_[3407].md,David Sinclair,The Sunday Times,Bruce Springsteen at Wembley Stadium,2013-06-16,Concert Review,
3408,https://github.com/lilbud/btx-article-dump/articles/commentary/2000-06-13_new_york_police_want_to_boycott_the_boss_[3408].md,Martin Kettle,The Guardian,New York police want to boycott 'the Boss',2000-06-13,Commentary,
3409,https://github.com/lilbud/btx-article-dump/articles/essay/1999-06-16_greetings_from_asbury_park_new_jersey_[3409].md,Ed Vulliamy,The Guardian,Greetings From Asbury Park New Jersey,1999-06-16,Essay,
3410,https://github.com/lilbud/btx-article-dump/articles/concert_review/1999-05-02_nobody_does_it_better_[3410].md,Adam Sweeting,The Guardian,Nobody Does It Better,1999-05-02,Concert Review,
3411,https://github.com/lilbud/btx-article-dump/articles/concert_review/2002-08-07_boss_profundo_[3411].md,Anthony DeCurtis,The Observer,Boss Profundo,2002-08-07,Concert Review,
3412,https://github.com/lilbud/btx-article-dump/articles/commentary/2002-10-27_still_the_boss_[3412].md,Burehan Wazir,The Observer,Still the Boss,2002-10-27,Commentary,
3501,https://github.com/lilbud/btx-article-dump/articles/album_review/born_in_the_u.s.a/2010-03-01_richard-buskin_sos_[3501].md,Richard Buskin,SOS,Born In The USA Review,2010-03-01,Album Review,Born In The U.S.A.
3502,https://github.com/lilbud/btx-article-dump/articles/interview/2013-06-24_bruce_springsteen_working_on_wrecking_up_[3502].md,David Fricke,Rolling Stone,"Bruce Springsteen Working on 'Wrecking Ball' Follow-Up, Artist confirms Australian studio time with Tom Morello",2013-06-24,Interview,
3503,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-05_the_night_bruce_springsteen_played_east_[3503].md,Kate Connolly,The Guardian,The Night Bruce Springsteen Played East Berlin,2013-07-05,Concert Review,
3504,https://github.com/lilbud/btx-article-dump/articles/interview/2011-04-01_our_musical_roots_bruce_springsteen_and_[3504].md,Bruce Springsteen; Steven Van Zandt,Underground Garage,Our Musical Roots: Bruce Springsteen and Steven Van Zandt,2011-04-01,Interview,
3505,https://github.com/lilbud/btx-article-dump/articles/interview/2013-06-20_q_a_bruce_springsteen_on_touring_europe_[3505].md,David Fricke,Rolling Stone,"Q&A: Bruce Springsteen on Touring Europe, the E Street Band and a Half-Century of Rock",2013-06-20,Interview,
3506,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-30_bruce_springsteen_hard_rock_calling_2013_[3506].md,Bernadette McNulty,London Daily Telegraph,Bruce Springsteen Hard Rock Calling 2013,2013-06-30,Concert Review,
3507,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-06-21_bruce_springsteen_stadium_of_light_[3507].md,Jonathan Brown,The Independent,"Bruce Springsteen, Stadium of Light, Sunderland",2012-06-21,Concert Review,
3508,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-01_bruce_springsteen_s_hard_rock_calling_a_[3508].md,Jamie Merrill,The Independent,Bruce Springsteen's Hard Rock Calling show was a three-hour masterclass in rock,2013-07-01,Concert Review,
3509,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-17_bruce_springsteen_proves_he_is_still_the_[3509].md,Enjoli Liston,The Independent,Bruce Springsteen proves he is still The Boss with epic Wembley Stadium set,2013-06-17,Concert Review,
3510,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-01_hard_rock_calling_bruce_springsteen_the_[3510].md,John Aizlewood,The London Evening Standard,"Hard Rock Calling: Bruce Springsteen & The E Street Band, Queen Elizabeth Olympic Park",2013-07-01,Concert Review,
3601,https://github.com/lilbud/btx-article-dump/articles/opinion/2013-07-14_did_springsteen_help_topple_the_berlin_[3601].md,Erik Kirschbaum,The Bergen Record,Did Springsteen help topple the Berlin Wall?,2013-07-14,Opinion,
3602,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-17_limerick_2013_review_[3602].md,Stuart Clark,The Hot Press,Limerick 2013 Review,2013-07-17,Concert Review,
3603,https://github.com/lilbud/btx-article-dump/articles/commentary/2012-07-24_bruce_springsteen_at_leeds_2013_[3603].md,Unknown,The Yorkshire Post,Bruce Springsteen at Leeds 2013,2012-07-24,Commentary,
3604,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-24_rousing_bruce_springsteen_puts_new_leeds_[3604].md,Dave Simpson,The Guardian,Rousing Bruce Springsteen puts new Leeds Arena to the test,2013-07-24,Concert Review,
3605,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-25_leeds_2013_review_[3605].md,Paul Jeeves,The Yorkshire Post,Leeds 2013 Review,2013-07-25,Concert Review,
3606,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-08_notes_from_the_road_2013_leipzig_[3606].md,Dirk Jungmann,Backstreets.com,Notes From The Road 2013: Leipzig,2013-07-08,Concert Review,
3607,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-05_notes_from_the_road_2013_[3607].md,Maria Lopez; Andrew Telesca,Backstreets.com,Notes From The Road 2013: MÃ¶nchengladbach,2013-07-05,Concert Review,
3608,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-07-03_notes_from_the_road_2013_geneva_[3608].md,Connor Kirkpatrick,Backstreets.com,Notes From The Road 2013: Geneva,2013-07-03,Concert Review,
3609,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-30_notes_from_the_road_2013_hard_rock_[3609].md,Glenn Radecki; Caryn Rose,Backstreets.com,Notes From The Road 2013: Hard Rock Calling,2013-06-30,Concert Review,
3610,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-29_notes_from_the_road_2013_notes_from_the_[3610].md,Glenn Radecki,Backstreets.com,Notes From The Road 2013: Notes From The Road: Paris,2013-06-29,Concert Review,
3611,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-26_notes_from_the_road_2013_gijon_[3611].md,Caryn Rose,Backstreets.com,Notes From The Road 2013: Gijon,2013-06-26,Concert Review,
3612,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-22_notes_from_the_road_2013_nijmegen_[3612].md,Liselotte SchÃ¼ren,Backstreets.com,Notes From The Road 2013: Nijmegen,2013-06-22,Concert Review,
3613,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-20_notes_from_the_road_2013_coventry_[3613].md,Brenda VanHorn,Backstreets.com,Notes From The Road 2013: Coventry,2013-06-20,Concert Review,
3614,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-19_notes_from_the_road_2013_glasgow_[3614].md,Brenda VanHorn,Backstreets.com,Notes From The Road 2013: Glasgow,2013-06-19,Concert Review,
3615,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-15_notes_from_the_road_2013_london_[3615].md,Connor Kirkpatrick,Backstreets.com,Notes From The Road 2013: London,2013-06-15,Concert Review,
3616,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-06-03_notes_from_the_road_2013_milan_[3616].md,Gianni Sibilla,Backstreets.com,Notes From The Road 2013: Milan,2013-06-03,Concert Review,
3617,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-05-31_notes_from_the_road_2013_padua_[3617].md,Gianni Sibilla,Backstreets.com,Notes From The Road 2013: Padua,2013-05-31,Concert Review,
3618,https://github.com/lilbud/btx-article-dump/articles/concert_review/2013-05-28_notes_from_the_road_2013_hannover_[3618].md,Liselotte SchÃ¼ren,Backstreets.com,Notes From The Road 2013: Hannover,2013-05-28,Concert Review,
